Start,Stop,,
8.9625,8.9875,182.501,234.038
8.975,9,158.955,148.195
8.9875,9.0125,128.772,118.591
9,9.025,119.54,104.192
9.0125,9.0375,146.019,99.5301
9.025,9.05,183.212,102.939
9.0375,9.0625,208.539,99.5645
9.05,9.075,201.35,101.967
9.0625,9.0875,206.757,99.212
9.075,9.1,191.212,106.358
9.0875,9.1125,128.926,107.611
9.1,9.125,88.3192,143.655
9.1125,9.1375,75.5869,161.406
9.125,9.15,76.6823,268.492
9.1375,9.1625,89.8504,3127.32
9.15,9.175,956.033,3122.32
9.1625,9.1875,955.811,201.237
9.175,9.2,93.7119,116.535
9.1875,9.2125,96.9286,89.3234
9.2,9.225,97.7923,91.9629
9.2125,9.2375,89.0531,86.589
9.225,9.25,68.7078,85.9531
9.2375,9.2625,66.8321,107.809
9.25,9.275,103.794,195.676
9.2625,9.2875,111.393,201.752
9.275,9.3,115.876,157.723
9.2875,9.3125,135.116,188.268
9.3,9.325,128.072,774.015
9.3125,9.3375,129.156,790.435
9.325,9.35,118.403,332.217
9.3375,9.3625,99.4718,336.942
9.35,9.375,96.6203,264.503
9.3625,9.3875,117.689,191.117
9.375,9.4,425.58,484.904
9.3875,9.4125,486.316,500.463
9.4,9.425,497.367,191.915
9.4125,9.4375,585.005,123.659
9.425,9.45,527.098,133.966
9.4375,9.4625,441.617,266.999
9.45,9.475,427.416,300.956
9.4625,9.4875,415.012,245.637
9.475,9.5,335.08,226.724
9.4875,9.5125,343.158,172.184
9.5,9.525,356.425,143.621
9.5125,9.5375,300.628,133.696
9.525,9.55,255.796,176.208
9.5375,9.5625,285.245,221.463
9.55,9.575,338.824,198.983
9.5625,9.5875,268.964,158.008
9.575,9.6,152.707,150.223
9.5875,9.6125,194.954,178.666
9.6,9.625,220.999,1374.16
9.6125,9.6375,223.998,1384.28
9.625,9.65,258.765,414.917
9.6375,9.6625,300.426,359.332
9.65,9.675,259.805,86.8067
9.6625,9.6875,173.148,75.7658
9.675,9.7,134.996,78.9196
9.6875,9.7125,129.359,283.266
9.7,9.725,134.953,806.602
9.7125,9.7375,148.373,1263.47
9.725,9.75,161.399,1045.24
9.7375,9.7625,152.159,286.402
9.75,9.775,195.198,184.51
9.7625,9.7875,209.85,210.382
9.775,9.8,723.312,247.932
9.7875,9.8125,750.468,257.695
9.8,9.825,251.448,258.605
9.8125,9.8375,128.684,262.254
9.825,9.85,140.579,414.558
9.8375,9.8625,157.533,433.28
9.85,9.875,209.454,251.605
9.8625,9.8875,242.9,153.288
9.875,9.9,303.542,100.94
9.8875,9.9125,507.794,120.209
9.9,9.925,491.549,159.555
9.9125,9.9375,258.578,154.465
9.925,9.95,196.138,155.19
9.9375,9.9625,233.621,193.869
