Start;Stop;;;;
20,5875;20,6125;58;130;77;159
20,6;20,625;60;144;89;196
20,6125;20,6375;60;148;75;166
20,625;20,65;62;170;70;153
20,6375;20,6625;65;171;61;151
20,65;20,675;71;153;71;145
20,6625;20,6875;68;139;72;132
20,675;20,7;56;115;50;111
20,6875;20,7125;49;110;40;97
20,7;20,725;59;130;59;113
20,7125;20,7375;98;141;105;140
20,725;20,75;123;137;124;147
20,7375;20,7625;106;141;111;138
20,75;20,775;93;143;97;128
20,7625;20,7875;88;139;87;129
20,775;20,8;70;132;79;116
20,7875;20,8125;68;136;78;131
20,8;20,825;78;146;75;146
20,8125;20,8375;75;153;67;134
20,825;20,85;64;147;67;129
20,8375;20,8625;60;152;65;131
20,85;20,875;66;156;70;150
20,8625;20,8875;67;160;74;155
20,875;20,9;63;156;70;140
20,8875;20,9125;73;146;66;139
20,9;20,925;89;152;71;158
20,9125;20,9375;92;163;78;167
20,925;20,95;84;169;68;153
20,9375;20,9625;89;161;68;135
20,95;20,975;76;131;60;113
20,9625;20,9875;54;102;50;104
20,975;21;64;119;59;112
20,9875;21,0125;66;123;57;124
21;21,025;61;131;57;132
21,0125;21,0375;67;144;52;146
21,025;21,05;68;143;55;153
21,0375;21,0625;63;160;69;146
21,05;21,075;62;164;77;159
21,0625;21,0875;71;147;96;165
21,075;21,1;87;148;91;162
21,0875;21,1125;93;152;77;168
21,1;21,125;90;151;79;177
21,1125;21,1375;103;148;102;176
21,125;21,15;101;159;106;158
21,1375;21,1625;87;172;76;162
21,15;21,175;90;165;74;172
21,1625;21,1875;96;163;70;153
21,175;21,2;98;162;74;154
21,1875;21,2125;91;169;80;160
21,2;21,225;71;171;73;155
21,2125;21,2375;59;161;71;165
21,225;21,25;67;162;70;162
21,2375;21,2625;61;141;66;139
21,25;21,275;54;112;53;120
21,2625;21,2875;58;107;60;123
21,275;21,3;65;125;77;135
21,2875;21,3125;70;137;66;139
21,3;21,325;64;129;69;155
21,3125;21,3375;68;131;87;163
21,325;21,35;72;143;79;158
21,3375;21,3625;68;144;75;150
21,35;21,375;72;135;87;147
21,3625;21,3875;71;141;84;157
21,375;21,4;75;154;79;147
21,3875;21,4125;92;158;82;145
21,4;21,425;95;143;81;129
21,4125;21,4375;82;133;84;117
21,425;21,45;84;145;99;124
21,4375;21,4625;96;136;106;116
21,45;21,475;104;125;102;115
21,4625;21,4875;97;132;95;127
21,475;21,5;91;131;94;126
21,4875;21,5125;82;130;100;113
21,5;21,525;58;108;78;102
21,5125;21,5375;53;82;59;100
21,525;21,55;66;103;76;108
21,5375;21,5625;72;125;89;115
21,55;21,575;70;117;86;121
21,5625;21,5875;76;113;80;112
21,575;21,6;76;106;80;108
21,5875;21,6125;70;113;74;109
21,6;21,625;73;130;68;115
21,6125;21,6375;73;122;74;121
21,625;21,65;66;116;85;124
21,6375;21,6625;65;126;86;121
21,65;21,675;69;134;77;124
21,6625;21,6875;77;136;76;123
21,675;21,7;79;130;81;127
21,6875;21,7125;72;120;78;139
21,7;21,725;81;135;79;143
21,7125;21,7375;91;162;86;140
21,725;21,75;96;154;85;139
21,7375;21,7625;87;144;81;146
21,75;21,775;81;144;83;134
21,7625;21,7875;85;152;86;128
21,775;21,8;83;151;87;147
21,7875;21,8125;81;147;78;145
21,8;21,825;86;144;79;135
21,8125;21,8375;84;134;88;124
21,825;21,85;86;141;81;128
21,8375;21,8625;100;144;69;130
21,85;21,875;94;160;83;139
21,8625;21,8875;72;150;93;146
21,875;21,9;64;142;74;136
21,8875;21,9125;68;144;62;134
21,9;21,925;82;144;60;129
21,9125;21,9375;103;145;74;143
21,925;21,95;104;140;97;151
21,9375;21,9625;94;150;114;142
21,95;21,975;90;155;105;143
21,9625;21,9875;85;147;82;139
21,975;22;80;143;73;128
21,9875;22,0125;68;126;65;120
22;22,025;75;111;81;116
22,0125;22,0375;95;116;104;128
22,025;22,05;96;123;95;130
22,0375;22,0625;90;124;84;116
22,05;22,075;92;133;96;131
22,0625;22,0875;95;134;104;137
22,075;22,1;88;120;98;123
22,0875;22,1125;81;142;96;127
22,1;22,125;70;159;91;139
22,1125;22,1375;77;141;90;133
22,125;22,15;95;142;90;139
22,1375;22,1625;91;152;79;151
22,15;22,175;71;142;77;152
22,1625;22,1875;77;146;86;142
22,175;22,2;89;161;98;141
22,1875;22,2125;97;159;92;147
22,2;22,225;98;156;79;143
22,2125;22,2375;97;154;89;152
22,225;22,25;94;151;87;159
22,2375;22,2625;86;153;78;163
22,25;22,275;88;162;87;154
22,2625;22,2875;95;162;83;142
22,275;22,3;93;158;79;126
22,2875;22,3125;92;149;94;119
22,3;22,325;107;138;108;126
22,3125;22,3375;107;133;115;138
22,325;22,35;82;129;96;142
22,3375;22,3625;72;124;74;139
22,35;22,375;89;142;85;156
22,3625;22,3875;97;159;87;155
22,375;22,4;92;146;87;154
22,3875;22,4125;81;119;98;168
22,4;22,425;76;119;93;162
22,4125;22,4375;86;135;91;139
22,425;22,45;81;124;84;122
22,4375;22,4625;73;121;79;121
22,45;22,475;76;120;83;116
22,4625;22,4875;75;113;73;108
22,475;22,5;76;110;72;109
22,4875;22,5125;84;109;80;127
22,5;22,525;105;114;93;130
22,5125;22,5375;101;125;106;113
22,525;22,55;94;134;107;115
22,5375;22,5625;95;128;92;129
22,55;22,575;92;137;85;130
22,5625;22,5875;97;149;96;125
22,575;22,6;82;143;94;140
22,5875;22,6125;65;130;77;140
22,6;22,625;67;126;67;121
22,6125;22,6375;60;111;62;116
22,625;22,65;61;102;55;113
22,6375;22,6625;68;111;60;111
22,65;22,675;66;117;62;118
22,6625;22,6875;58;119;73;115
22,675;22,7;56;127;87;119
22,6875;22,7125;57;128;82;124
22,7;22,725;63;131;69;128
22,7125;22,7375;79;128;83;129
22,725;22,75;93;115;99;121
22,7375;22,7625;103;115;82;124
22,75;22,775;101;122;75;129
22,7625;22,7875;102;121;89;134
22,775;22,8;90;116;102;128
22,7875;22,8125;71;115;93;124
22,8;22,825;64;103;75;122
22,8125;22,8375;72;118;76;131
22,825;22,85;87;139;100;151
22,8375;22,8625;93;157;124;167
22,85;22,875;91;172;115;176
22,8625;22,8875;99;163;107;172
22,875;22,9;103;159;101;158
22,8875;22,9125;90;151;92;148
22,9;22,925;89;143;91;153
22,9125;22,9375;102;154;89;150
22,925;22,95;107;177;93;149
22,9375;22,9625;92;164;101;158
22,95;22,975;87;140;100;142
22,9625;22,9875;83;135;93;138
22,975;23;85;143;87;145
22,9875;23,0125;93;145;89;126
23;23,025;98;148;86;114
23,0125;23,0375;86;154;88;130
23,025;23,05;67;141;84;133
23,0375;23,0625;69;139;66;132
23,05;23,075;66;125;54;127
23,0625;23,0875;66;123;62;125
23,075;23,1;68;136;67;134
23,0875;23,1125;72;145;67;136
23,1;23,125;82;157;82;155
23,1125;23,1375;76;161;77;165
23,125;23,15;71;170;67;155
23,1375;23,1625;76;170;79;148
23,15;23,175;76;169;81;151
23,1625;23,1875;77;170;71;148
23,175;23,2;75;160;83;153
23,1875;23,2125;80;160;84;160
23,2;23,225;89;171;77;161
23,2125;23,2375;82;173;81;156
23,225;23,25;65;163;77;162
23,2375;23,2625;61;160;80;181
23,25;23,275;83;167;85;174
23,2625;23,2875;86;165;85;172
23,275;23,3;85;168;89;177
23,2875;23,3125;92;159;92;178
23,3;23,325;96;165;90;178
23,3125;23,3375;86;159;80;158
23,325;23,35;80;151;78;167
23,3375;23,3625;89;169;84;182
23,35;23,375;91;165;87;173
23,3625;23,3875;82;162;81;162
23,375;23,4;86;168;79;150
23,3875;23,4125;96;176;82;158
23,4;23,425;85;171;74;160
23,4125;23,4375;79;158;75;150
23,425;23,45;90;166;79;153
23,4375;23,4625;74;156;62;155
23,45;23,475;64;140;57;142
23,4625;23,4875;72;157;63;131
23,475;23,5;70;174;76;138
23,4875;23,5125;73;169;86;145
23,5;23,525;86;174;82;158
23,5125;23,5375;100;185;94;170
23,525;23,55;93;169;93;162
23,5375;23,5625;84;151;88;157
23,55;23,575;78;146;107;172
23,5625;23,5875;79;145;112;169
23,575;23,6;87;125;101;146
23,5875;23,6125;92;117;91;134
23,6;23,625;94;120;84;125
23,6125;23,6375;96;108;88;118
23,625;23,65;89;108;92;123
23,6375;23,6625;81;113;85;116
23,65;23,675;78;114;82;113
23,6625;23,6875;74;118;82;120
23,675;23,7;79;114;86;116
23,6875;23,7125;79;105;83;113
23,7;23,725;75;104;79;113
23,7125;23,7375;79;103;82;112
23,725;23,75;83;105;79;116
